,Source,Target,Weight,Type
430,"Gukesh, Dommaraju","Santos Latasa, Jaime",1,Directed
431,"Gukesh, Dommaraju","Grinev, Valeriy",1,Directed
432,"Bauer, Christian","Gukesh, Dommaraju",1,Directed
433,"Gukesh, Dommaraju","Nouri, Alekhine",1,Directed
434,"Gukesh, Dommaraju","Diez, Allan",1,Directed
435,"Gukesh, Dommaraju","Short, Nigel D",1,Directed
436,"Gukesh, Dommaraju","Krysa, Leandro Sergio",1,Directed
437,"Gukesh, Dommaraju","Goh, Wei Ming Kevin",1,Directed
438,"Gukesh, Dommaraju","Aravindh, Chithambaram VR",1,Directed
439,"Burmakin, Vladimir","Gukesh, Dommaraju",1,Directed
440,"Nguyen, Phuoc Tam","Gukesh, Dommaraju",1,Directed
441,"Gukesh, Dommaraju","Ram, S Krishnan",1,Directed
442,"Gukesh, Dommaraju","Sangma, Rahul",1,Directed
443,"Mozharov, Mikhail","Gukesh, Dommaraju",1,Directed
444,"Raahul, VS.","Gukesh, Dommaraju",1,Directed
445,"Gukesh, Dommaraju","Grachev, Alexey1",1,Directed
446,"Makarian, Rudik","Gukesh, Dommaraju",1,Directed
447,"Gukesh, Dommaraju","Krivtsov, Alexander",1,Directed
448,"Khanin, Semen","Gukesh, Dommaraju",1,Directed
449,"Ergeshov, Timur","Gukesh, Dommaraju",1,Directed
450,"Gukesh, Dommaraju","Ersahin, Bulent",1,Directed
451,"Gukesh, Dommaraju","Sevgi, Volkan",1,Directed
452,"Gukesh, Dommaraju","Harvey, Marcus Ross",1,Directed
453,"Gukesh, Dommaraju","Asadli, Vugar Afgan Oglu",1,Directed
454,"Tan, Justin Hy","Gukesh, Dommaraju",1,Directed
455,"Tugstumur, Yesuntumur","Gukesh, Dommaraju",1,Directed
456,"Gukesh, Dommaraju","Tugstumur, Yesuntumur",1,Directed
457,"Gukesh, Dommaraju","Kukelko, Alexey",1,Directed
458,"Gukesh, Dommaraju","Mertanen, Janne",1,Directed
459,"Zakhartsov, Viacheslav V","Gukesh, Dommaraju",1,Directed
460,"Gukesh, Dommaraju","Kozusek, Daniel",1,Directed
461,"Debashis, Das","Gukesh, Dommaraju",1,Directed
462,"Gukesh, Dommaraju","Gurbanov, Andrei",1,Directed
463,"Garayev, Kanan Farzali Oglu","Gukesh, Dommaraju",1,Directed
464,"Gukesh, Dommaraju","Krapivin, Vladislav",1,Directed
465,"Gukesh, Dommaraju","Slovak, Kilian",1,Directed
466,"Gukesh, Dommaraju","Thompson, Ian D",1,Directed
467,"Fier, Alexandr","Gukesh, Dommaraju",1,Directed
468,"Gukesh, Dommaraju","Fier, Alexandr",1,Directed
469,"Gukesh, Dommaraju","Aronyak, Ghosh",1,Directed
470,"Firouzja, Alireza","Gukesh, Dommaraju",1,Directed
471,"Gukesh, Dommaraju","Padmini, Rout",1,Directed
472,"Gukesh, Dommaraju","Fuochi, Tommaso",1,Directed
473,"Gukesh, Dommaraju","Laustsen, Lars",1,Directed
474,"Gukesh, Dommaraju","Bofill Mas, Alejandro",1,Directed
475,"Svetushkin, Dmitry","Gukesh, Dommaraju",1,Directed
476,"Shyam, Nikil P","Gukesh, Dommaraju",1,Directed
477,"Gukesh, Dommaraju","Bevilacqua, Andrea",1,Directed
478,"Gukesh, Dommaraju","Massironi, Marco",1,Directed
479,"Tiviakov, Sergei","Gukesh, Dommaraju",1,Directed
480,"Gukesh, Dommaraju","Ronka, Erik",1,Directed
481,"Gukesh, Dommaraju","Verstraeten, Reinaert",1,Directed
482,"Gukesh, Dommaraju","Diermair, Andreas",1,Directed
483,"Gukesh, Dommaraju","Anagnostopoulos, Konstantinos",1,Directed
484,"Mitsis, Georgios","Gukesh, Dommaraju",1,Directed
485,"Fernandez, Daniel Howard","Gukesh, Dommaraju",1,Directed
486,"Gukesh, Dommaraju","Gungl, Theo",1,Directed
487,"Gukesh, Dommaraju","Karpatchev, Aleksandr",1,Directed
488,"Gukesh, Dommaraju","Sri, Sai Baswanth P",1,Directed
489,"Gukesh, Dommaraju","Thanki, Hemal Karsanji",1,Directed
490,"Gukesh, Dommaraju","Kunal, M.",1,Directed
491,"Malakhatko, Vadim","Gukesh, Dommaraju",1,Directed
492,"Ziatdinov, Raset","Gukesh, Dommaraju",1,Directed
493,"Gukesh, Dommaraju","Soham, Datar",1,Directed
494,"Gukesh, Dommaraju","Srija, Seshadri",1,Directed
495,"Gukesh, Dommaraju","Srijit, Paul",1,Directed
496,"Gukesh, Dommaraju","Chennaoui, Yasin",1,Directed
497,"Tregubov, Pavel V","Gukesh, Dommaraju",1,Directed
498,"Gukesh, Dommaraju","Unuk, Laura",1,Directed
499,"Jones, Gawain C B","Gukesh, Dommaraju",1,Directed
500,"Gukesh, Dommaraju","Bianco, Valerio",1,Directed
501,"Gukesh, Dommaraju","Kosteniuk, Alexandra",1,Directed
502,"Almasi, Zoltan","Gukesh, Dommaraju",1,Directed
503,"Gukesh, Dommaraju","Kovac, Petar",1,Directed
504,"Gukesh, Dommaraju","Rakhmatullaev, Almas",1,Directed
505,"Gukesh, Dommaraju","Yoon, Jacob D",1,Directed
506,"Gukesh, Dommaraju","Silich, Yahor",1,Directed
507,"Gukesh, Dommaraju","Kostolansky, Sebastian Lukas",1,Directed
508,"Gukesh, Dommaraju","Chasin, Nico Werner",1,Directed
509,"Gukesh, Dommaraju","Ghazarian, Kirk Vagho",1,Directed
510,"Gukesh, Dommaraju","Han, Yichen",1,Directed
511,"Gukesh, Dommaraju","Razafindratsima, Timothe",1,Directed
512,"Gukesh, Dommaraju","Djordjevic, Vuk D",1,Directed
513,"Gukesh, Dommaraju","Mendonca, Leon Luke",1,Directed
514,"Gukesh, Dommaraju","Stankovic, Milos",1,Directed
515,"Gukesh, Dommaraju","Savic, Miodrag R",1,Directed
516,"Gukesh, Dommaraju","Krishnater, Kushager",1,Directed
517,"Gukesh, Dommaraju","Aithmidou, Mohamed Mehdi",1,Directed
518,"Vocaturo, Daniele","Gukesh, Dommaraju",1,Directed
519,"Gukesh, Dommaraju","Dhulipalla, Bala Chandra Prasad",1,Directed
520,"Dhulipalla, Bala Chandra Prasad","Gukesh, Dommaraju",1,Directed
521,"Peralta, Fernando","Gukesh, Dommaraju",1,Directed
522,"Gukesh, Dommaraju","Peralta, Fernando",1,Directed
523,"Gukesh, Dommaraju","Sarkar, Justin",1,Directed
524,"Gukesh, Dommaraju","Divya, Deshmukh",1,Directed
525,"Kathmale, Sameer","Gukesh, Dommaraju",1,Directed
526,"Gukesh, Dommaraju","Senthil, Maran K",1,Directed
527,"Gukesh, Dommaraju","Mohota, Nisha",1,Directed
528,"Gukesh, Dommaraju","Sammed Jaykumar, Shete",1,Directed
529,"Gukesh, Dommaraju","Aleksandrov, Aleksej",1,Directed
530,"Gukesh, Dommaraju","Gajek, Radoslaw",1,Directed
531,"Gukesh, Dommaraju","Marzouq, Chowdhury",1,Directed
532,"Gukesh, Dommaraju","Shrey, Nilkant",1,Directed
533,"Gukesh, Dommaraju","Shreyas, Ghadi",1,Directed
534,"Gukesh, Dommaraju","Shah, Jeet",1,Directed
535,"Jain, Kashish Manoj","Gukesh, Dommaraju",1,Directed
536,"Gukesh, Dommaraju","Sadbhav, Rautela",1,Directed
537,"Gukesh, Dommaraju","Manish, Kumar7",1,Directed
538,"Pranesh, M.","Gukesh, Dommaraju",1,Directed
539,"Gukesh, Dommaraju","Bharadia, Yash",1,Directed
540,"Gukesh, Dommaraju","Bommini, Mounika Akshaya",1,Directed
541,"Gukesh, Dommaraju","Nikhil, Magizhnan",1,Directed
542,"Gukesh, Dommaraju","Hasan, Mehdi",1,Directed
543,"Gukesh, Dommaraju","Sahoo, Utkal Ranjan",1,Directed
544,"Gukesh, Dommaraju","Sharma, Dinesh Kumar",1,Directed
545,"Gukesh, Dommaraju","Crespo, Eugenio",1,Directed
546,"Adams, Michael","Gukesh, Dommaraju",1,Directed
547,"Gukesh, Dommaraju","De Haan, Eric",1,Directed
548,"Gukesh, Dommaraju","Solozhenkina, Elizaveta",1,Directed
549,"Gukesh, Dommaraju","Iturrizaga Bonelli, Eduardo",1,Directed
550,"Iturrizaga Bonelli, Eduardo","Gukesh, Dommaraju",1,Directed
551,"Howell, David","Gukesh, Dommaraju",1,Directed
552,"Grachev, Boris V","Gukesh, Dommaraju",1,Directed
553,"Maghsoodloo, Parham","Gukesh, Dommaraju",1,Directed
554,"Gukesh, Dommaraju","Kevlishvili, Robby",1,Directed
555,"Suleymenov, Alisher","Gukesh, Dommaraju",1,Directed
556,"Gukesh, Dommaraju","Bao, Khoa",1,Directed
557,"Gukesh, Dommaraju","Sukandar, Irine Kharisma",1,Directed
558,"Gukesh, Dommaraju","Pham, Le Thao Nguyen",1,Directed
559,"Gukesh, Dommaraju","Zou, Chen",1,Directed
560,"Zou, Chen","Gukesh, Dommaraju",1,Directed
561,"Mareco, Sandro","Gukesh, Dommaraju",1,Directed
562,"Gukesh, Dommaraju","Setyaki, Azarya Jodi",1,Directed
563,"Gukesh, Dommaraju","Demchenko, Anton",1,Directed
564,"Gukesh, Dommaraju","Megaranto, Susanto",1,Directed
565,"Gukesh, Dommaraju","Paramzina, Anastasya",1,Directed
566,"Gukesh, Dommaraju","Pranav, Anand",1,Directed
567,"Kryvoruchko, Yuriy","Gukesh, Dommaraju",1,Directed
568,"Gukesh, Dommaraju","Gandhi, Anish",1,Directed
569,"Gukesh, Dommaraju","Tissir, Mohamed",1,Directed
570,"Raghunandan, Kaumandur Srihari","Gukesh, Dommaraju",1,Directed
571,"Gukesh, Dommaraju","Jeet, Jain",1,Directed
572,"Gukesh, Dommaraju","Giacomini, Hector",1,Directed
573,"Gukesh, Dommaraju","Ortega Ruiz, Jose Miguel",1,Directed
574,"Movsesian, Sergei","Gukesh, Dommaraju",1,Directed
575,"Gukesh, Dommaraju","Schwerteck, Michael",1,Directed
576,"Gukesh, Dommaraju","Esbensen, Arnt",1,Directed
577,"Kjartansson, Gudmundur","Gukesh, Dommaraju",1,Directed
578,"Gukesh, Dommaraju","Thorhallsson, Simon",1,Directed
579,"Gukesh, Dommaraju","Dantas, Carlos",1,Directed
580,"Gukesh, Dommaraju","Petermann, Michail",1,Directed
581,"Gukesh, Dommaraju","Napoli, Nicolo",1,Directed
582,"Gukesh, Dommaraju","Linster, Philippe",1,Directed
583,"Gukesh, Dommaraju","Ahlander, Bjorn",1,Directed
584,"Gukesh, Dommaraju","Bosiocic, Marin",1,Directed
585,"Gukesh, Dommaraju","Cornette, Matthieu",1,Directed
586,"Nihal, Sarin","Gukesh, Dommaraju",1,Directed
587,"Gukesh, Dommaraju","Solodovnichenko, Yuri",1,Directed
588,"Tsvetkov, Andrey1","Gukesh, Dommaraju",1,Directed
589,"Gukesh, Dommaraju","Tsvetkov, Andrey1",1,Directed
590,"Gukesh, Dommaraju","Makhija, Aashna",1,Directed
591,"Konguvel, Ponnuswamy","Gukesh, Dommaraju",1,Directed
592,"Gukesh, Dommaraju","Deshpande, Aniruddha",1,Directed
593,"Gupta, Sankalp","Gukesh, Dommaraju",1,Directed
594,"Gukesh, Dommaraju","Sidhant, Mohapatra",1,Directed
595,"Gukesh, Dommaraju","Koustav, Chatterjee",1,Directed
596,"Gukesh, Dommaraju","Neelash, Saha",1,Directed
597,"Gukesh, Dommaraju","Budrewicz, Krzysztof",1,Directed
598,"Gukesh, Dommaraju","Deszczynski, Adam",1,Directed
599,"Tomaszewski, Kacper","Gukesh, Dommaraju",1,Directed
600,"Gukesh, Dommaraju","Lisowski, Krzysztof",1,Directed
601,"Gukesh, Dommaraju","Oglaza, Oskar",1,Directed
602,"Gukesh, Dommaraju","Mosesov, Danylo",1,Directed
603,"Gukesh, Dommaraju","Alshameary Puente, Ismael",1,Directed
604,"Gukesh, Dommaraju","Silva, Miguel Antonio Neto",1,Directed
605,"Gukesh, Dommaraju","Pazos Porta, Antonio",1,Directed
606,"Gukesh, Dommaraju","Oratovsky, Michael",1,Directed
607,"Gukesh, Dommaraju","Karavade, Eesha",1,Directed
608,"Gukesh, Dommaraju","Vaibhav, Suri",1,Directed
609,"Donchenko, Alexander","Gukesh, Dommaraju",1,Directed
610,"Gukesh, Dommaraju","Wong, Jianwen",1,Directed
611,"Mastrovasilis, Athanasios","Gukesh, Dommaraju",1,Directed
612,"Gukesh, Dommaraju","Krustkalns, Kristaps",1,Directed
613,"Gukesh, Dommaraju","Stepins, Edgars",1,Directed
614,"Gukesh, Dommaraju","Gretarsson, Helgi Ass",1,Directed
615,"Gukesh, Dommaraju","Galchenko, Matvey",1,Directed
616,"Bai, Jinshi","Gukesh, Dommaraju",1,Directed
617,"Dai, Changren","Gukesh, Dommaraju",1,Directed
618,"Tahbaz, Arash","Gukesh, Dommaraju",1,Directed
619,"Gukesh, Dommaraju","Tahbaz, Arash",1,Directed
620,"Saric, Ivan","Gukesh, Dommaraju",1,Directed
621,"Berkes, Ferenc","Gukesh, Dommaraju",1,Directed
622,"Gukesh, Dommaraju","Houska, Jovanka",1,Directed
623,"Gukesh, Dommaraju","Bachmann, Axel",1,Directed
624,"Gukesh, Dommaraju","Zvjaginsev, Vadim",1,Directed
625,"Gukesh, Dommaraju","Kaeding, Rainer",1,Directed
626,"Gukesh, Dommaraju","Ciolek, Andreas",1,Directed
627,"Gukesh, Dommaraju","Buchal, Stephan",1,Directed
628,"Azarov, Sergei Nikolaevich","Gukesh, Dommaraju",1,Directed
629,"Gukesh, Dommaraju","Azarov, Sergei Nikolaevich",1,Directed
630,"Gukesh, Dommaraju","Cordts, Ingo",1,Directed
631,"Gukesh, Dommaraju","Ludvik, Tomas",1,Directed
632,"Gukesh, Dommaraju","Doshi, Moksh Amitbhai",1,Directed
633,"Gukesh, Dommaraju","Alinasab, Mobina",1,Directed
634,"Gukesh, Dommaraju","Low, Zhen Yu Cyrus",1,Directed
635,"Raja, Harshit","Gukesh, Dommaraju",1,Directed
636,"Gukesh, Dommaraju","Vaishali, Ramesh Babu",1,Directed
637,"Vaishali, Ramesh Babu","Gukesh, Dommaraju",1,Directed
638,"Gukesh, Dommaraju","Rafiee, Makan",1,Directed
639,"Kovalenko, Igor","Gukesh, Dommaraju",1,Directed
640,"Gukesh, Dommaraju","Chen, Qi B",1,Directed
641,"Gukesh, Dommaraju","Janik, Igor",1,Directed
642,"Svane, Rasmus","Gukesh, Dommaraju",1,Directed
643,"Gukesh, Dommaraju","Kacharava, Nikoloz",1,Directed
644,"Gukesh, Dommaraju","Plotkin, Victor",1,Directed
645,"Gukesh, Dommaraju","Lombaers, Peter",1,Directed
646,"Gukesh, Dommaraju","Percivaldi, Martin",1,Directed
647,"Gukesh, Dommaraju","Buksa, Nataliya",1,Directed
648,"Gukesh, Dommaraju","Madsen, Michael Ole",1,Directed
649,"Gukesh, Dommaraju","Andersen, Soren Bull",1,Directed
650,"Gukesh, Dommaraju","Siva, Mahadevan",1,Directed
651,"Gukesh, Dommaraju","Jacobsen, Mikkel Manosri",1,Directed
652,"Gukesh, Dommaraju","Sylvan, Jacob",1,Directed
653,"Gukesh, Dommaraju","Schultz Pedersen, Jesper",1,Directed
654,"Gukesh, Dommaraju","Ostergaard, Jens",1,Directed
655,"Gukesh, Dommaraju","Bruaset, Eivind",1,Directed
656,"Gukesh, Dommaraju","Bressy, Theo",1,Directed
657,"Gukesh, Dommaraju","Rakotomaharo, Fy Antenaina",1,Directed
658,"Gukesh, Dommaraju","Degraeve, Remy",1,Directed
659,"Gukesh, Dommaraju","Di Nicolantonio, Lucas",1,Directed
660,"Gukesh, Dommaraju","Barseghyan, Harutyun",1,Directed
661,"Gukesh, Dommaraju","Wadifa, Ahmed",1,Directed
662,"Gukesh, Dommaraju","Laxman, Rajaram",1,Directed
663,"Gukesh, Dommaraju","Mohammad, Minhaz Uddin",1,Directed
664,"Gukesh, Dommaraju","Mehdi, Hasan Parag",1,Directed
665,"Gukesh, Dommaraju","Krishnakumar, Sriram",1,Directed
666,"Gukesh, Dommaraju","Ehsani, Yassamin L",1,Directed
667,"Safarli, Eltaj","Gukesh, Dommaraju",1,Directed
668,"Erenburg, Sergey","Gukesh, Dommaraju",1,Directed
669,"Gukesh, Dommaraju","Kogen, Jonathan S",1,Directed
670,"Gukesh, Dommaraju","Rohde, Michael A",1,Directed
671,"Gukesh, Dommaraju","Solano Cuya, Bryan",1,Directed
672,"Gukesh, Dommaraju","Sinha, Sahil",1,Directed
673,"Gukesh, Dommaraju","Jabed, Al Azad",1,Directed
674,"Gukesh, Dommaraju","Chowdhury, Sohel",1,Directed
675,"Gukesh, Dommaraju","Ganguly, Surya Shekhar",1,Directed
676,"Gukesh, Dommaraju","Sabya, Sachi",1,Directed
677,"Gukesh, Dommaraju","Hasan Md, Emam",1,Directed
678,"Gukesh, Dommaraju","Hamid, Rani",1,Directed
679,"Gukesh, Dommaraju","Shahnaz, Mohammad Faruque",1,Directed
680,"Gukesh, Dommaraju","Alam, Md Monjur",1,Directed
681,"Gukesh, Dommaraju","Teclaf, Pawel",1,Directed
682,"Dubov, Daniil","Gukesh, Dommaraju",1,Directed
683,"Gukesh, Dommaraju","Al Hosani, Omran",1,Directed
684,"Gukesh, Dommaraju","Tahay, Alexis",1,Directed
685,"Gukesh, Dommaraju","Valsecchi, Alessio",1,Directed
686,"Gukesh, Dommaraju","Klabis, Rokas",1,Directed
687,"Gukesh, Dommaraju","Haldorsen, Benjamin",1,Directed
688,"Gukesh, Dommaraju","Vardanyan, Aras",1,Directed
689,"Gukesh, Dommaraju","Stukan, Martin",1,Directed
690,"Kantor, Gergely","Gukesh, Dommaraju",1,Directed
691,"Gukesh, Dommaraju","Jacquot, Adrien",1,Directed
692,"Gukesh, Dommaraju","Tadevosyan, Aspet",1,Directed
693,"Gukesh, Dommaraju","Sorensen, Hampus",1,Directed
694,"Gukesh, Dommaraju","Zwardon, Vojtech",1,Directed
695,"Gukesh, Dommaraju","Martinez Ramirez, Lennis",1,Directed
696,"Gukesh, Dommaraju","Warmerdam, Max",1,Directed
697,"Erigaisi, Arjun Kumar","Gukesh, Dommaraju",1,Directed
698,"Gukesh, Dommaraju","Lortkipanidze, Nodar",1,Directed
699,"Gukesh, Dommaraju","Sanroman Costas, Mauro",1,Directed
700,"Gukesh, Dommaraju","Gimenez Menchon, Cesar",1,Directed
701,"Gukesh, Dommaraju","Vassallo Barroche, Mauricio",1,Directed
702,"Gukesh, Dommaraju","Maenhout, Thibaut",1,Directed
703,"Gukesh, Dommaraju","Mirzoev, Emil",1,Directed
704,"Gukesh, Dommaraju","Belo, Andre Nabais Moura",1,Directed
705,"Gukesh, Dommaraju","Fernandez Otero, Jose",1,Directed
706,"Gukesh, Dommaraju","Sixto Puente, Eloy",1,Directed
707,"Gukesh, Dommaraju","Espineira Gonzalez, Diego Adrian",1,Directed
708,"Gukesh, Dommaraju","Larino Nieto, David",1,Directed
709,"Gukesh, Dommaraju","Arauz Alonso, Fernando",1,Directed
710,"Gukesh, Dommaraju","Rey Malde, Henrique",1,Directed
711,"Gukesh, Dommaraju","Unneland, Mathias",1,Directed
712,"Gukesh, Dommaraju","Carlsson, Ludvig",1,Directed
713,"Gukesh, Dommaraju","Kollars, Dmitrij",1,Directed
714,"Gukesh, Dommaraju","Kunin, Vitaly L",1,Directed
715,"Gukesh, Dommaraju","Stremavicius, Titas",1,Directed
716,"Gukesh, Dommaraju","Kaasen, Tor Fredrik",1,Directed
717,"Gukesh, Dommaraju","Paasikangas Tella, Johanna",1,Directed
718,"Gukesh, Dommaraju","Schreiner, Peter",1,Directed
719,"Gukesh, Dommaraju","Christiansen, Johan Sebastian",1,Directed
720,"Gukesh, Dommaraju","Indjic, Aleksandar",1,Directed
721,"Gukesh, Dommaraju","Nevednichy, Vladislav",1,Directed
722,"Gukesh, Dommaraju","Van Foreest, Lucas",1,Directed
723,"Gukesh, Dommaraju","Alexakis, Dimitris",1,Directed
724,"Gukesh, Dommaraju","Giannoulakis, Labros",1,Directed
725,"Gukesh, Dommaraju","Iniyan, Panneerseluam",1,Directed
726,"Gukesh, Dommaraju","Hakemi, Arman",1,Directed
727,"Gukesh, Dommaraju","Barseghyan, Armen Ar",1,Directed
728,"Goganov, Aleksey","Gukesh, Dommaraju",1,Directed
729,"Gukesh, Dommaraju","Mitrabha, Guha",1,Directed
730,"Gukesh, Dommaraju","Gholami, Aryan",1,Directed
731,"Gukesh, Dommaraju","Esipenko, Andrey",1,Directed
732,"Esipenko, Andrey","Gukesh, Dommaraju",1,Directed
733,"Gukesh, Dommaraju","Sanal, Vahap",1,Directed
734,"Kobalia, Mihail","Gukesh, Dommaraju",1,Directed
735,"Gukesh, Dommaraju","Idani, Pouya",1,Directed
736,"Gukesh, Dommaraju","Nigmatov, Ortik",1,Directed
737,"Gukesh, Dommaraju","Kiik, Kalle",1,Directed
738,"Gukesh, Dommaraju","Georgiadis, Nico",1,Directed
739,"Gukesh, Dommaraju","Shirov, Alexei",1,Directed
740,"Gukesh, Dommaraju","Sargissian, Gabriel",1,Directed
741,"Gukesh, Dommaraju","Albornoz Cabrera, Carlos Daniel",1,Directed
742,"Gukesh, Dommaraju","Caruana, Fabiano",1,Directed
743,"Abdusattorov, Nodirbek","Gukesh, Dommaraju",1,Directed
744,"Gukesh, Dommaraju","Abdusattorov, Nodirbek",1,Directed
745,"Gukesh, Dommaraju","Le, Quang Liem",1,Directed
746,"Gukesh, Dommaraju","Keymer, Vincent",1,Directed
747,"Salem, AR Saleh","Gukesh, Dommaraju",1,Directed
748,"Gukesh, Dommaraju","Salem, AR Saleh",1,Directed
749,"Gukesh, Dommaraju","Garrido Outon, Alex",1,Directed
750,"Gukesh, Dommaraju","Forgas Moreno, Yaniela",1,Directed
751,"Gukesh, Dommaraju","Panelo, Marcelo",1,Directed
752,"Gukesh, Dommaraju","Alvarez Fernandez, Enrique",1,Directed
753,"Gukesh, Dommaraju","Delgado Ramirez, Neuris",1,Directed
754,"Gukesh, Dommaraju","Tejedor Fuente, Enrique",1,Directed
755,"Gukesh, Dommaraju","Suleymanli, Aydin Elshan",1,Directed
756,"Gukesh, Dommaraju","Hovhannisyan, Robert",1,Directed
757,"Gukesh, Dommaraju","Abasov, Nijat Azad",1,Directed
758,"Gukesh, Dommaraju","Dukic, Zachary",1,Directed
759,"Gukesh, Dommaraju","Cuenca Jimenez, Jose Fernando",1,Directed
760,"Gukesh, Dommaraju","Bhagat, Kush",1,Directed
761,"Gukesh, Dommaraju","Hernandez Ramos, Alberto",1,Directed
762,"Gukesh, Dommaraju","Romero Pallares, Daniel",1,Directed
763,"Gukesh, Dommaraju","Bernabeu Lopez, Carlos Javier",1,Directed
764,"Gukesh, Dommaraju","Renteria Becerra, Jorge Elicer",1,Directed
765,"Gukesh, Dommaraju","Gavarrete, Nahun",1,Directed
766,"Gukesh, Dommaraju","Mikhalevski, Victor",1,Directed
767,"Gukesh, Dommaraju","Rodriguez Redondo, Adhara",1,Directed
768,"Gukesh, Dommaraju","Dubkov, Andrej",1,Directed
769,"Gukesh, Dommaraju","Batsiashvili, Nino",1,Directed
770,"Gukesh, Dommaraju","Heimann, Andreas",1,Directed
771,"Gukesh, Dommaraju","Adhiban, Baskaran",1,Directed
772,"Gukesh, Dommaraju","Mahitosh, Dey",1,Directed
773,"Gukesh, Dommaraju","Fantinel, Thibault",1,Directed
774,"Gukesh, Dommaraju","Maze, Sebastien",1,Directed
775,"Gukesh, Dommaraju","Hjartarson, Johann",1,Directed
776,"Praggnanandhaa, Rameshbabu","Gukesh, Dommaraju",1,Directed
777,"Gukesh, Dommaraju","Sudarshan, Bhat",1,Directed
778,"Liyanage, Ranindu Dilshan","Gukesh, Dommaraju",1,Directed
779,"Gukesh, Dommaraju","Singh, Ojasva",1,Directed
780,"Gukesh, Dommaraju","Shahil, Dey",1,Directed
781,"Gukesh, Dommaraju","Karthik, Venkataraman",1,Directed
782,"Gukesh, Dommaraju","Harshad, S.",1,Directed
783,"Gukesh, Dommaraju","Parveen, Tanima",1,Directed
784,"Gukesh, Dommaraju","Md, Sharif Hossain",1,Directed
785,"Gukesh, Dommaraju","Ghosh, Chanchal Kumer",1,Directed
786,"Gukesh, Dommaraju","Aditya, Mittal",1,Directed
787,"Gukesh, Dommaraju","Hossain, Enamul",1,Directed
788,"Gukesh, Dommaraju","Ahmed, Shafiq",1,Directed
789,"Puranik, Abhimanyu Sameer","Gukesh, Dommaraju",1,Directed
790,"Gukesh, Dommaraju","Imtiaz, Islam Bora",1,Directed
791,"Gukesh, Dommaraju","Ayushh, Ravikumar",1,Directed
792,"Gukesh, Dommaraju","Utsab, Chatterjee",1,Directed
793,"Gukesh, Dommaraju","Gheorghiu, Calin",1,Directed
794,"Caruana, Fabiano","Murariu, Andrei",1,Directed
795,"Vajda, Levente","Caruana, Fabiano",1,Directed
796,"Caruana, Fabiano","Muzychuk, Anna",1,Directed
797,"Bellia, Fabrizio","Caruana, Fabiano",1,Directed
798,"Caruana, Fabiano","Rajlich, Iweta",1,Directed
799,"Jakab, Attila","Caruana, Fabiano",1,Directed
800,"Caruana, Fabiano","Muir, Andrew Joseph",1,Directed
801,"Prohaszka, Peter","Caruana, Fabiano",1,Directed
802,"Caruana, Fabiano","Prohaszka, Peter",1,Directed
803,"Caruana, Fabiano","Ilincic, Zlatko",1,Directed
